[1621543602.3491905, 1621543613.0333853]
[1621543602.122329, 1621543612.9109883]
[1621543602.1353397, 1621543612.5270076]
[1621543602.1332555, 1621543612.821292]
[1621543602.359022, 1621543613.3380473]
[1621543602.2527194, 1621543613.0333955]
[1621543602.1853993, 1621543612.9335227]
[1621543602.5245934, 1621543613.5622838]
[1621543602.524073, 1621543613.7496543]
[1621543602.11851, 1621543612.9172595]
[1621543602.1272004, 1621543612.9184258]
[1621543602.1624675, 1621543613.084308]
[1621543601.780827, 1621543614.3405447]
[1621543601.9529326, 1621543612.7806246]
[1621543602.2066789, 1621543613.3978806]
[1621543602.080205, 1621543613.0584805]
[1621543602.0022938, 1621543612.7041228]
[1621543602.6265461, 1621543613.0774658]
[1621543602.8074307, 1621543613.3829858]
[1621543602.244334, 1621543612.8286965]
[1621543602.2980895, 1621543613.450403]
[1621543602.7783377, 1621543613.1099625]
[1621543602.2949295, 1621543612.7088256]
[1621543602.9296467, 1621543613.6526706]
[1621543602.7949936, 1621543613.6866376]
[1621543602.7427745, 1621543613.3088152]
[1621543602.858978, 1621543613.5976346]
[1621543603.3563027, 1621543614.3361905]
[1621543602.7318532, 1621543613.8457983]
[1621543602.4837008, 1621543612.944718]
[1621543603.0210404, 1621543613.9550285]
[1621543603.4231443, 1621543614.2971332]
[1621543603.5438077, 1621543614.0957146]
[1621543603.5553718, 1621543614.3768587]
[1621543602.7715092, 1621543613.6847224]
[1621543603.4115667, 1621543614.064692]
[1621543603.6239717, 1621543614.3905473]
[1621543603.188431, 1621543613.4522395]
[1621543603.394113, 1621543614.3989828]
[1621543603.0815792, 1621543613.872079]
[1621543604.3713377, 1621543615.4935462]
[1621543604.268888, 1621543615.085001]
[1621543603.984111, 1621543614.2100196]
[1621543604.431571, 1621543615.0059044]
[1621543603.3368247, 1621543614.157392]
[1621543603.6277056, 1621543614.05553]
[1621543604.9496372, 1621543615.9193923]
[1621543604.559939, 1621543615.500301]
[1621543604.593486, 1621543615.394377]
[1621543604.4055736, 1621543614.9615664]
[1621543604.5635607, 1621543615.5284677]
[1621543604.1199234, 1621543615.0973794]
[1621543604.1631408, 1621543614.9642835]
[1621543603.9164388, 1621543614.897554]
[1621543604.0921128, 1621543614.785315]
[1621543604.0999994, 1621543614.758929]
[1621543604.3809874, 1621543615.3959732]
[1621543604.4344838, 1621543614.925569]
[1621543604.05295, 1621543615.4765303]
[1621543604.1536632, 1621543614.757779]
[1621543604.3694217, 1621543615.0747702]
[1621543604.786218, 1621543615.763096]
[1621543604.2959206, 1621543615.2997558]
[1621543604.8204727, 1621543615.931763]
[1621543604.7860548, 1621543615.63175]
[1621543604.633602, 1621543615.4294007]
[1621543604.9939206, 1621543615.988499]
[1621543604.7803621, 1621543615.7612946]
[1621543604.776437, 1621543615.8240545]
[1621543604.7039337, 1621543615.8045044]
[1621543604.801793, 1621543615.2769527]
[1621543605.1029842, 1621543615.9731627]
[1621543604.9063997, 1621543615.326821]
[1621543604.7710998, 1621543615.7443705]
[1621543605.2767906, 1621543616.0102947]
[1621543605.039095, 1621543616.0340989]
[1621543605.1444418, 1621543616.0108223]
[1621543605.3162074, 1621543616.0242574]
[1621543605.2558467, 1621543616.006132]
[1621543605.2079313, 1621543616.0621352]
[1621543605.2973526, 1621543616.7529469]
[1621543604.9773269, 1621543615.4380188]
[1621543605.4643624, 1621543616.655755]
[1621543606.3825753, 1621543617.8565555]
[1621543606.2584245, 1621543617.2816947]
[1621543605.8300385, 1621543616.8857138]
[1621543605.419775, 1621543616.2316937]
[1621543605.7030292, 1621543616.5562763]
[1621543606.0745838, 1621543617.5633512]
[1621543605.4761534, 1621543615.8577104]
[1621543606.0377126, 1621543617.5538788]
[1621543605.6772847, 1621543616.116787]
[1621543606.6927366, 1621543617.7949271]
[1621543606.7714493, 1621543617.7223825]
[1621543606.023288, 1621543617.026184]
[1621543605.854076, 1621543618.5218127]
[1621543606.0358074, 1621543617.0457218]
[1621543605.564449, 1621543616.5423646]
[1621543606.1029437, 1621543617.0006747]
[1621543605.9099677, 1621543616.5183506]
[1621543606.0651035, 1621543617.1018376]
[1621543606.267787, 1621543617.2706847]
[1621543605.8557773, 1621543616.6472423]
[1621543606.3173568, 1621543617.2775939]
[1621543606.2967436, 1621543616.9639452]
[1621543606.0643249, 1621543617.5438883]
[1621543606.348765, 1621543617.113921]
[1621543606.2023268, 1621543616.6908295]
[1621543606.1599903, 1621543617.065407]
[1621543606.5691051, 1621543618.9484363]
[1621543606.5605664, 1621543617.4718451]
[1621543606.5622554, 1621543617.3808541]
[1621543606.5535028, 1621543616.9118195]
[1621543606.2996588, 1621543616.5768094]
[1621543606.6127498, 1621543617.6025643]
[1621543606.537, 1621543617.3876112]
[1621543606.4147465, 1621543617.1678193]
[1621543606.3051589, 1621543617.9225183]
[1621543606.6314714, 1621543617.680078]
[1621543606.3887353, 1621543616.5899696]
[1621543607.4638674, 1621543618.6285696]
[1621543607.4974437, 1621543618.6200957]
[1621543606.6346426, 1621543617.584756]
[1621543606.7642105, 1621543617.6208708]
[1621543607.065023, 1621543617.9542825]
[1621543607.1397614, 1621543617.9897516]
[1621543607.1260488, 1621543617.567584]
[1621543607.2866073, 1621543618.6339152]
[1621543606.9431958, 1621543617.8790286]
[1621543607.4600604, 1621543618.224249]
[1621543607.50586, 1621543618.3778658]
[1621543607.1636004, 1621543618.0654986]
[1621543607.2611418, 1621543618.4784064]
[1621543608.1115391, 1621543619.2430677]
[1621543607.8932998, 1621543619.1883636]
[1621543608.2242968, 1621543619.0784514]
[1621543608.3391764, 1621543619.1705213]
[1621543607.6537588, 1621543618.0084548]
[1621543607.8092883, 1621543618.9117734]
[1621543607.557202, 1621543618.5993152]
[1621543608.2732925, 1621543619.4341102]
[1621543608.215836, 1621543618.937646]
[1621543608.1878014, 1621543618.583946]
[1621543607.2162757, 1621543618.2479227]
[1621543608.5659432, 1621543618.972439]
[1621543608.3640223, 1621543619.578835]
[1621543608.5817862, 1621543619.1963382]
[1621543608.6586132, 1621543619.650664]
[1621543608.366812, 1621543618.8164]
[1621543608.575103, 1621543619.2676039]
[1621543607.7312508, 1621543618.914047]
[1621543609.0057812, 1621543619.2697246]
[1621543608.0417154, 1621543619.1126287]
[1621543608.8445425, 1621543620.1065676]
[1621543608.4716756, 1621543619.4160519]
[1621543609.0239203, 1621543620.1792567]
[1621543608.6215503, 1621543619.0862527]
[1621543608.9194226, 1621543619.2632394]
[1621543608.9754357, 1621543619.5572798]
[1621543608.9823754, 1621543619.900283]
[1621543608.314591, 1621543619.218624]
[1621543609.1216476, 1621543620.1773813]
[1621543609.1666865, 1621543620.0795288]
[1621543608.890135, 1621543620.1727328]
[1621543609.0027983, 1621543619.3669455]
[1621543608.8053741, 1621543619.7687466]
[1621543608.5822053, 1621543619.141518]
[1621543608.981552, 1621543620.1012065]
[1621543609.3037455, 1621543619.7360737]
[1621543608.7491748, 1621543619.2619843]
[1621543608.3992183, 1621543619.1974986]
[1621543609.3021145, 1621543620.0310798]
[1621543609.1264834, 1621543620.185712]
[1621543609.5011194, 1621543621.0331945]
[1621543609.476441, 1621543619.979493]
[1621543609.2240403, 1621543620.1419432]
[1621543609.0575364, 1621543620.181965]
[1621543609.7262013, 1621543621.0770638]
[1621543609.7961483, 1621543620.5381145]
[1621543609.6644106, 1621543620.905503]
[1621543609.5906985, 1621543620.428091]
[1621543609.846927, 1621543622.060228]
[1621543609.4932442, 1621543620.4458768]
[1621543610.0479474, 1621543620.8391864]
[1621543609.3372734, 1621543619.8217752]
[1621543609.7385285, 1621543620.7205071]
[1621543609.4822, 1621543620.3307447]
[1621543609.4193082, 1621543620.2713866]
[1621543609.2981381, 1621543620.1110506]
[1621543609.3691132, 1621543620.2970912]
[1621543609.6488786, 1621543620.3897297]
[1621543610.2811863, 1621543621.1222453]
[1621543609.7793078, 1621543621.0717573]
[1621543609.3387415, 1621543620.291629]
[1621543609.2949045, 1621543620.323179]
[1621543610.3298602, 1621543621.2911024]
[1621543610.2996905, 1621543621.420104]
[1621543609.9237115, 1621543621.0645843]
[1621543610.2071693, 1621543621.1661665]
[1621543610.0072496, 1621543620.641518]
[1621543610.538529, 1621543621.083733]
[1621543609.9272504, 1621543620.4450517]
[1621543610.844532, 1621543621.9244392]
[1621543610.0080867, 1621543621.493835]
[1621543610.253779, 1621543621.5719147]
[1621543611.577421, 1621543623.0831995]
[1621543609.8475518, 1621543620.5026767]
[1621543610.947147, 1621543621.791021]
[1621543610.1918287, 1621543622.4706717]
[1621543611.5863743, 1621543622.0661883]
[1621543611.362029, 1621543621.8167984]
[1621543611.2575817, 1621543621.6997266]
[1621543611.2608516, 1621543622.3406212]
[1621543611.609078, 1621543622.3317616]
[1621543611.4048429, 1621543623.1862564]
[1621543611.3989048, 1621543621.8905454]
[1621543611.47799, 1621543622.5065598]
[1621543611.5320983, 1621543623.2553196]
[1621543611.8355665, 1621543623.0360646]
[1621543612.0267963, 1621543622.9566216]
[1621543612.0242198, 1621543623.2418795]
[1621543610.820603, 1621543621.6103203]
[1621543611.5719635, 1621543622.6155622]
[1621543611.4002063, 1621543622.2776537]
[1621543611.6000972, 1621543622.61211]
[1621543611.2673943, 1621543622.668493]
[1621543611.052362, 1621543621.9791114]
[1621543611.4036183, 1621543622.4015367]
[1621543611.1281455, 1621543622.0366945]
[1621543610.9208176, 1621543622.1700087]
[1621543611.8845823, 1621543622.885607]
[1621543610.9987133, 1621543621.706149]
[1621543610.874531, 1621543622.0839465]
[1621543612.0653908, 1621543622.8378096]
[1621543612.100456, 1621543623.9142962]
[1621543611.9776387, 1621543623.1555252]
[1621543611.984143, 1621543622.3386543]
[1621543611.5942516, 1621543622.4656618]
[1621543611.7732024, 1621543622.627643]
[1621543612.3132355, 1621543623.1148772]
[1621543611.967251, 1621543623.230883]
[1621543611.9892933, 1621543622.7365084]
[1621543611.7348037, 1621543622.7031968]
[1621543612.2483418, 1621543623.1845164]
[1621543612.1418352, 1621543623.1226265]
[1621543612.1117392, 1621543624.2599204]
[1621543612.1231065, 1621543623.732482]
[1621543612.0981781, 1621543622.958678]
[1621543612.2984843, 1621543623.0555341]
[1621543612.123415, 1621543622.8527486]
[1621543612.1554534, 1621543623.110108]
[1621543612.2674234, 1621543623.3115494]
