[1616693274.0708685, 1616693283.1222491]
[1616693274.2100728, 1616693284.4778926]
[1616693273.721973, 1616693284.032412]
[1616693274.2521398, 1616693283.565568]
[1616693273.8782077, 1616693283.5798736]
[1616693273.7966635, 1616693283.513332]
[1616693273.7160842, 1616693283.9767625]
[1616693273.356373, 1616693284.0120478]
[1616693274.265008, 1616693284.0768085]
[1616693273.9568348, 1616693283.7195206]
[1616693273.943897, 1616693283.206061]
[1616693274.2153387, 1616693283.2483692]
[1616693274.1406415, 1616693283.9655635]
[1616693273.8881183, 1616693284.0773222]
[1616693273.9787254, 1616693283.2297926]
[1616693274.0777004, 1616693283.158271]
[1616693273.94821, 1616693283.8315644]
[1616693274.0382283, 1616693283.7728643]
[1616693273.7263951, 1616693283.9058754]
[1616693274.0794122, 1616693283.4302855]
[1616693274.256772, 1616693284.0718653]
[1616693274.0303469, 1616693284.146346]
[1616693274.70785, 1616693284.9018054]
[1616693274.4970775, 1616693284.3869789]
[1616693274.6132963, 1616693283.959143]
[1616693274.6873085, 1616693283.7440689]
[1616693274.2299454, 1616693283.963464]
[1616693274.7310624, 1616693284.0792103]
[1616693274.866311, 1616693284.009292]
[1616693274.817566, 1616693285.164679]
[1616693274.8463418, 1616693283.8595724]
[1616693274.557953, 1616693283.8777766]
[1616693274.779194, 1616693285.089553]
[1616693275.0924213, 1616693285.368142]
[1616693275.0634644, 1616693285.3320348]
[1616693275.1510737, 1616693284.8606722]
[1616693275.0220175, 1616693284.0439503]
[1616693275.2132456, 1616693284.7261999]
[1616693275.1202483, 1616693284.7654774]
[1616693275.0220408, 1616693284.2783837]
[1616693275.226652, 1616693285.4333203]
[1616693274.9885514, 1616693284.036007]
[1616693275.2224345, 1616693285.4130924]
[1616693275.4157333, 1616693285.2490246]
[1616693275.1362736, 1616693285.4265976]
[1616693275.3918495, 1616693284.567675]
[1616693275.2176223, 1616693285.0018148]
[1616693275.502062, 1616693285.6655288]
[1616693275.3967261, 1616693285.0991836]
[1616693275.5016768, 1616693284.822599]
[1616693275.4314249, 1616693285.8955338]
[1616693275.6906025, 1616693285.6245568]
[1616693275.4902856, 1616693285.1886597]
[1616693275.601844, 1616693285.7735736]
[1616693275.7617545, 1616693285.1241076]
[1616693275.5004108, 1616693285.489579]
[1616693275.805101, 1616693286.123107]
[1616693275.742613, 1616693285.0473642]
[1616693275.6579874, 1616693285.8554018]
[1616693275.7480643, 1616693285.075672]
[1616693275.927184, 1616693285.0113187]
[1616693275.7740521, 1616693284.8706057]
[1616693275.7061074, 1616693285.39759]
[1616693275.936555, 1616693285.278561]
[1616693275.9800625, 1616693285.3550344]
[1616693275.7313898, 1616693285.9628506]
[1616693275.927644, 1616693286.173898]
[1616693275.9762268, 1616693285.7305152]
[1616693275.97446, 1616693285.332928]
[1616693275.979821, 1616693284.9463437]
[1616693275.8397477, 1616693285.0814707]
[1616693276.0169446, 1616693285.3059506]
[1616693275.8742566, 1616693285.6453629]
[1616693275.938752, 1616693285.0227213]
[1616693275.994989, 1616693285.302221]
[1616693276.040759, 1616693285.3136685]
[1616693276.0213685, 1616693285.7757442]
[1616693275.9443772, 1616693285.688066]
[1616693275.947135, 1616693285.0047715]
[1616693276.0672097, 1616693285.28585]
[1616693276.0525317, 1616693285.4187953]
[1616693275.9430182, 1616693285.6677256]
[1616693276.0926526, 1616693285.052265]
[1616693275.9655306, 1616693285.7465277]
[1616693276.0452163, 1616693285.3082683]
[1616693276.0541217, 1616693285.1792982]
[1616693276.0595162, 1616693285.4506094]
[1616693276.0629582, 1616693286.3263621]
[1616693276.0539339, 1616693285.1674256]
[1616693275.7762914, 1616693284.9164336]
[1616693276.003708, 1616693286.2609935]
[1616693276.110046, 1616693285.4135373]
[1616693275.9412591, 1616693285.6060338]
[1616693276.120123, 1616693285.3535454]
[1616693276.080786, 1616693286.354612]
[1616693276.050134, 1616693285.1491961]
[1616693276.0355802, 1616693285.409774]
[1616693276.1049623, 1616693285.3789504]
[1616693276.1282535, 1616693285.121875]
[1616693276.12677, 1616693285.3368542]
