[1617296847.5111878, 1617296850.2836409]
[1617296847.767669, 1617296850.540167]
[1617296847.5795376, 1617296850.327853]
[1617296847.5732315, 1617296850.3240077]
[1617296847.3103802, 1617296850.0740159]
[1617296847.6979084, 1617296850.4577298]
[1617296847.878946, 1617296850.643814]
[1617296847.8559866, 1617296850.6012518]
[1617296847.8342512, 1617296850.5805147]
[1617296847.9524214, 1617296850.700814]
[1617296847.6120462, 1617296850.3764813]
[1617296847.810669, 1617296850.5601008]
[1617296848.0707538, 1617296850.8433306]
[1617296847.7408366, 1617296850.5118587]
[1617296847.7585802, 1617296850.5064619]
[1617296848.0178764, 1617296850.7662466]
[1617296847.8204298, 1617296850.6161127]
[1617296847.891659, 1617296850.6742437]
[1617296848.1228585, 1617296850.8593318]
[1617296848.0518692, 1617296850.8003936]
[1617296848.2455256, 1617296851.0258605]
[1617296848.4925582, 1617296851.2315252]
[1617296848.3817725, 1617296851.1083133]
[1617296848.1820395, 1617296850.8972106]
[1617296848.1301355, 1617296850.846695]
[1617296848.4734354, 1617296851.1972413]
[1617296848.538597, 1617296851.2724512]
[1617296848.6534276, 1617296851.424672]
[1617296848.54235, 1617296851.2697158]
[1617296848.8991973, 1617296851.6288495]
[1617296848.8936079, 1617296851.702413]
[1617296848.8886285, 1617296851.6246505]
[1617296849.0405118, 1617296851.7741463]
[1617296849.0431716, 1617296851.7668276]
[1617296849.0532982, 1617296851.802714]
[1617296849.1121848, 1617296851.8195019]
[1617296849.3769352, 1617296852.0893545]
[1617296849.4989831, 1617296852.190144]
[1617296849.4212632, 1617296852.132355]
[1617296849.633044, 1617296852.3421464]
[1617296849.3915071, 1617296852.1120148]
[1617296849.63572, 1617296852.3597212]
[1617296849.5664222, 1617296852.2809083]
[1617296849.888475, 1617296852.5969877]
[1617296849.7384045, 1617296852.485342]
[1617296849.8454041, 1617296852.5659883]
[1617296850.2029903, 1617296852.9051106]
[1617296849.9948096, 1617296852.7074327]
[1617296850.339469, 1617296853.0584216]
[1617296850.407556, 1617296853.1583257]
[1617296850.5474327, 1617296853.325095]
[1617296850.4204938, 1617296853.1408386]
[1617296850.758605, 1617296853.475043]
[1617296850.5447614, 1617296853.2941349]
[1617296850.8220756, 1617296853.5461984]
[1617296850.7857862, 1617296853.6286173]
[1617296851.1619616, 1617296853.8761442]
[1617296851.062368, 1617296853.8584774]
[1617296851.107273, 1617296853.7994921]
[1617296850.8479068, 1617296853.6220365]
[1617296851.423597, 1617296854.1640875]
[1617296851.34758, 1617296854.1123016]
[1617296850.8858418, 1617296853.6331046]
[1617296851.5565758, 1617296854.3019512]
[1617296851.5976481, 1617296854.2937222]
[1617296851.6470275, 1617296854.377859]
[1617296851.6245067, 1617296854.3239555]
[1617296851.6856534, 1617296854.3730462]
[1617296851.788974, 1617296854.5080438]
[1617296851.6813524, 1617296854.4339216]
[1617296851.8785722, 1617296854.5963688]
[1617296852.003332, 1617296854.7185721]
[1617296852.168133, 1617296854.872825]
[1617296851.9439297, 1617296854.6903603]
[1617296852.2576559, 1617296855.0248675]
[1617296852.130059, 1617296854.8595085]
[1617296852.224088, 1617296854.913468]
[1617296852.1063514, 1617296854.8394287]
[1617296852.5520296, 1617296855.2987576]
[1617296852.3288188, 1617296855.032391]
[1617296852.5613034, 1617296855.2767193]
[1617296852.790513, 1617296855.496126]
[1617296852.8854783, 1617296855.6366575]
[1617296852.8544083, 1617296855.5739086]
[1617296852.6232212, 1617296855.3345418]
[1617296852.7095537, 1617296855.4283614]
[1617296852.752708, 1617296855.4912226]
[1617296852.795215, 1617296855.5100718]
[1617296853.0161138, 1617296855.7485216]
[1617296852.9164636, 1617296855.6374056]
[1617296853.0121853, 1617296855.7307916]
[1617296853.2377713, 1617296855.9677985]
[1617296853.0102265, 1617296855.7386415]
[1617296853.1645875, 1617296855.9078896]
[1617296853.2751558, 1617296855.9934788]
[1617296853.4378881, 1617296856.1839647]
[1617296853.4361668, 1617296856.196207]
[1617296853.6025038, 1617296856.3448138]
[1617296853.7135143, 1617296856.488597]
[1617296853.6664016, 1617296856.425593]
[1617296853.7204173, 1617296856.5137205]
[1617296853.6558561, 1617296856.3914573]
[1617296853.6197238, 1617296856.3416295]
[1617296853.9389732, 1617296856.7633574]
[1617296853.9341798, 1617296856.6404908]
[1617296854.0215294, 1617296856.7210977]
[1617296854.2762952, 1617296857.0381038]
[1617296854.1943624, 1617296856.9249802]
[1617296854.590526, 1617296857.314284]
[1617296854.3243399, 1617296857.0845435]
[1617296854.4831166, 1617296857.21002]
[1617296854.641288, 1617296857.3592484]
[1617296854.7655482, 1617296857.4789171]
[1617296854.7933712, 1617296857.5358047]
[1617296854.675493, 1617296857.4092085]
[1617296854.8657358, 1617296857.587846]
[1617296854.8627508, 1617296857.5659692]
[1617296855.1367347, 1617296857.9303963]
[1617296855.0902848, 1617296857.817553]
[1617296855.171214, 1617296857.8735397]
[1617296854.9597855, 1617296857.643726]
[1617296855.2266943, 1617296857.9304814]
[1617296855.2078886, 1617296857.9086063]
[1617296855.5549614, 1617296858.2863476]
[1617296855.587964, 1617296858.3045576]
[1617296855.4370291, 1617296858.1552458]
[1617296855.6608758, 1617296858.3636785]
[1617296855.7754507, 1617296858.5180316]
[1617296855.8159685, 1617296858.5403006]
[1617296855.8846056, 1617296858.648808]
[1617296855.8540077, 1617296858.574323]
[1617296855.9991994, 1617296858.715822]
[1617296856.180369, 1617296858.8891318]
[1617296856.121048, 1617296858.8415976]
[1617296856.3232002, 1617296859.0647404]
[1617296856.151672, 1617296858.970802]
[1617296856.3135433, 1617296859.0468912]
[1617296856.3259883, 1617296859.030163]
[1617296856.4951847, 1617296859.3169413]
[1617296856.54042, 1617296859.2912064]
[1617296856.5732117, 1617296859.289603]
[1617296856.6743934, 1617296859.3762689]
[1617296856.869265, 1617296859.576408]
[1617296856.7331812, 1617296859.4748654]
[1617296856.6937008, 1617296859.4167955]
[1617296856.7865515, 1617296859.6230042]
[1617296857.0710204, 1617296859.8366024]
[1617296856.72534, 1617296859.4127357]
[1617296856.8933911, 1617296859.63409]
[1617296856.8901293, 1617296859.5948405]
[1617296856.954727, 1617296859.7228432]
[1617296857.1880524, 1617296859.8903136]
[1617296857.1273174, 1617296859.8874166]
[1617296857.3490744, 1617296860.1025224]
[1617296857.4545798, 1617296860.1806538]
[1617296857.173362, 1617296859.8987408]
[1617296857.2353363, 1617296860.0031524]
[1617296857.522957, 1617296860.2467384]
[1617296857.3415692, 1617296860.0734735]
[1617296857.5555441, 1617296860.30618]
[1617296857.3663654, 1617296860.085325]
[1617296857.3425202, 1617296860.0712352]
[1617296857.8313928, 1617296860.5437603]
[1617296857.8734686, 1617296860.5764122]
[1617296857.5660753, 1617296860.306134]
[1617296857.953216, 1617296860.65163]
[1617296857.8415647, 1617296860.558078]
[1617296857.950404, 1617296860.7324646]
[1617296857.9443498, 1617296860.6686695]
[1617296858.1326878, 1617296860.8498003]
[1617296857.8346884, 1617296860.5214837]
[1617296858.2730763, 1617296860.973212]
[1617296858.0716062, 1617296860.7750664]
[1617296858.1523385, 1617296860.8537889]
[1617296858.2646565, 1617296860.9750595]
[1617296858.0837755, 1617296860.7836804]
[1617296858.1618598, 1617296860.873676]
[1617296858.2857304, 1617296861.0149357]
[1617296858.5935187, 1617296861.3251522]
[1617296858.2693896, 1617296860.9945111]
[1617296858.4053962, 1617296861.1107013]
[1617296858.559236, 1617296861.2755916]
[1617296858.536843, 1617296861.2640278]
[1617296858.7747765, 1617296861.5253437]
[1617296858.6507175, 1617296861.3635976]
[1617296858.7258008, 1617296861.4551196]
[1617296858.7627058, 1617296861.509276]
[1617296858.834757, 1617296861.585165]
[1617296858.9270115, 1617296861.6500974]
[1617296859.1636484, 1617296861.8920858]
[1617296858.968142, 1617296861.6951678]
[1617296859.0284436, 1617296861.766687]
[1617296858.9189894, 1617296861.613071]
[1617296859.3193424, 1617296862.0313852]
[1617296859.0716355, 1617296861.8002934]
[1617296859.3143532, 1617296862.0327795]
[1617296859.4013946, 1617296862.152425]
[1617296859.3064613, 1617296862.069754]
[1617296859.175834, 1617296861.8758986]
[1617296859.381631, 1617296862.1028063]
[1617296859.4060004, 1617296862.1196513]
[1617296859.6164072, 1617296862.3223705]
[1617296859.5500255, 1617296862.2975922]
[1617296859.736203, 1617296862.4618726]
[1617296859.8857214, 1617296862.6016395]
[1617296859.7380219, 1617296862.4978364]
[1617296859.7587776, 1617296862.5394263]
[1617296859.9827073, 1617296862.7225044]
[1617296859.893665, 1617296862.672011]
[1617296859.8991263, 1617296862.5945745]
[1617296859.927637, 1617296862.6409364]
[1617296860.0544703, 1617296862.7847774]
[1617296860.3006558, 1617296863.0309546]
[1617296860.1134887, 1617296862.8384185]
[1617296860.2331161, 1617296862.9924216]
[1617296860.305385, 1617296863.0507016]
[1617296860.385415, 1617296863.1348574]
[1617296860.1860223, 1617296862.9176445]
[1617296860.1392155, 1617296862.8600283]
[1617296860.6476548, 1617296863.3878906]
[1617296860.3709714, 1617296863.1061516]
[1617296860.5570621, 1617296863.2724955]
[1617296860.6204474, 1617296863.326741]
[1617296860.7360637, 1617296863.5720654]
[1617296860.678712, 1617296863.3785436]
[1617296860.6940963, 1617296863.3902383]
[1617296860.809989, 1617296863.515169]
[1617296860.7133763, 1617296863.4114726]
[1617296860.7960148, 1617296863.5319934]
[1617296860.865202, 1617296863.5605278]
[1617296861.115613, 1617296863.810148]
[1617296861.315288, 1617296864.0421627]
[1617296861.1295497, 1617296863.8416064]
[1617296861.438293, 1617296864.1513402]
[1617296861.206125, 1617296863.9044297]
[1617296861.2823267, 1617296864.021942]
[1617296861.3287332, 1617296864.0313962]
[1617296861.4062707, 1617296864.1356595]
[1617296861.0672746, 1617296863.7622452]
[1617296861.4516711, 1617296864.17002]
[1617296861.508633, 1617296864.226654]
[1617296861.611255, 1617296864.3418584]
[1617296861.6041598, 1617296864.326399]
[1617296861.8388822, 1617296864.5830352]
[1617296861.713248, 1617296864.4299166]
[1617296861.713212, 1617296864.417985]
[1617296861.7349706, 1617296864.429759]
[1617296861.5602527, 1617296864.2892134]
[1617296861.7989373, 1617296864.557162]
[1617296862.0288925, 1617296864.7320638]
[1617296862.0502558, 1617296864.7535038]
[1617296861.8727643, 1617296864.603306]
[1617296862.1202245, 1617296864.856056]
[1617296861.916151, 1617296864.6372337]
[1617296862.1046588, 1617296864.8539128]
[1617296862.1889007, 1617296864.9008787]
[1617296862.232683, 1617296864.9440024]
[1617296862.1868565, 1617296864.932899]
[1617296862.449318, 1617296865.1670067]
[1617296862.4748244, 1617296865.24024]
[1617296862.2637217, 1617296865.038704]
[1617296862.4432023, 1617296865.1387293]
[1617296862.6132536, 1617296865.3357265]
[1617296862.3433619, 1617296865.0711508]
[1617296862.4335968, 1617296865.1948915]
[1617296862.7226493, 1617296865.5082524]
[1617296862.6319327, 1617296865.3456836]
[1617296862.8721237, 1617296865.5925076]
[1617296862.8506978, 1617296865.642914]
[1617296862.9101474, 1617296865.638091]
[1617296862.7738829, 1617296865.5176067]
[1617296863.134354, 1617296865.8687503]
[1617296863.065902, 1617296865.8067489]
[1617296863.1679583, 1617296865.8826554]
[1617296863.1231024, 1617296865.8599784]
[1617296863.154479, 1617296865.888127]
[1617296863.2613516, 1617296866.0354123]
[1617296863.3323781, 1617296866.0344203]
[1617296863.0802264, 1617296865.7903442]
[1617296863.2205706, 1617296866.0226777]
[1617296863.1462855, 1617296865.9079967]
[1617296863.2671354, 1617296865.9805884]
[1617296863.6497118, 1617296866.3707666]
[1617296863.5042436, 1617296866.1959841]
[1617296863.6665378, 1617296866.356333]
[1617296863.8279746, 1617296866.5392942]
[1617296863.8112245, 1617296866.503911]
[1617296863.7351594, 1617296866.456566]
[1617296863.7566109, 1617296866.4561217]
[1617296863.8578658, 1617296866.6082978]
[1617296863.8951943, 1617296866.601803]
[1617296863.9175336, 1617296866.6153305]
[1617296864.2162173, 1617296866.9344294]
[1617296864.129991, 1617296866.8546371]
[1617296864.0603487, 1617296866.806536]
[1617296864.0821476, 1617296866.7979028]
[1617296864.1382253, 1617296866.8741322]
[1617296864.2413237, 1617296866.9630387]
[1617296864.3878345, 1617296867.1492617]
[1617296864.242528, 1617296866.992387]
[1617296864.5782206, 1617296867.3063154]
[1617296864.2278025, 1617296866.9307246]
[1617296864.6371741, 1617296867.3623142]
[1617296864.6371958, 1617296867.3318872]
[1617296864.588915, 1617296867.3080113]
[1617296864.598287, 1617296867.3303478]
[1617296864.6178668, 1617296867.3316183]
[1617296864.7562063, 1617296867.4920537]
[1617296864.9918797, 1617296867.6979585]
[1617296864.7541788, 1617296867.475572]
[1617296864.8273199, 1617296867.5397985]
[1617296864.9546497, 1617296867.6672745]
[1617296864.9958634, 1617296867.73046]
[1617296864.9971218, 1617296867.7433493]
[1617296864.9584012, 1617296867.6970992]
[1617296865.289571, 1617296868.0434492]
[1617296865.2249033, 1617296867.9852288]
[1617296865.1310887, 1617296867.8373294]
[1617296865.3461275, 1617296868.084366]
[1617296865.3162153, 1617296868.0212355]
[1617296865.4144044, 1617296868.112931]
[1617296865.4574788, 1617296868.1770215]
[1617296865.4989252, 1617296868.275395]
[1617296865.638058, 1617296868.375545]
[1617296865.7044334, 1617296868.4208467]
[1617296865.539384, 1617296868.2876382]
[1617296865.6938915, 1617296868.4253957]
[1617296865.564281, 1617296868.3154411]
[1617296865.7882795, 1617296868.5259228]
[1617296865.9317517, 1617296868.6642544]
[1617296865.7958138, 1617296868.5071676]
[1617296866.0843396, 1617296868.8284252]
[1617296866.1897535, 1617296868.898458]
[1617296866.0849078, 1617296868.7894342]
[1617296866.0854928, 1617296868.83263]
[1617296866.2687755, 1617296868.9581819]
[1617296866.347938, 1617296869.0938492]
[1617296866.3586788, 1617296869.1037276]
[1617296866.3556983, 1617296869.0638285]
[1617296866.4266548, 1617296869.1170566]
[1617296866.6147437, 1617296869.3185065]
[1617296866.3854012, 1617296869.0952344]
[1617296866.540179, 1617296869.2530818]
[1617296866.484832, 1617296869.2113245]
[1617296866.6896658, 1617296869.3839812]
[1617296867.0064502, 1617296869.7401097]
[1617296866.7869172, 1617296869.467911]
[1617296867.0412536, 1617296869.7687232]
[1617296866.9805171, 1617296869.6994479]
[1617296866.885295, 1617296869.6082504]
[1617296866.9903822, 1617296869.7015085]
[1617296867.0021155, 1617296869.7149625]
[1617296867.0216382, 1617296869.7431996]
[1617296867.1968167, 1617296869.9270864]
[1617296867.2434137, 1617296869.9756515]
[1617296867.1966672, 1617296869.9021785]
[1617296867.1717741, 1617296869.9024215]
[1617296867.0834227, 1617296869.791478]
[1617296867.2525954, 1617296869.9782639]
[1617296867.4465356, 1617296870.1882653]
[1617296867.3438363, 1617296870.0378041]
[1617296867.5906112, 1617296870.2961566]
[1617296867.6784165, 1617296870.3830152]
[1617296867.4304392, 1617296870.1293147]
[1617296867.6196225, 1617296870.3585327]
[1617296867.615267, 1617296870.350321]
[1617296867.4913087, 1617296870.185383]
[1617296867.8049674, 1617296870.5118117]
[1617296867.9535055, 1617296870.649803]
[1617296867.956051, 1617296870.7049396]
[1617296867.914443, 1617296870.653803]
[1617296867.9147167, 1617296870.642459]
[1617296868.0356114, 1617296870.7323606]
[1617296868.1145978, 1617296870.8633578]
[1617296868.1295874, 1617296870.8378115]
[1617296868.2159646, 1617296870.9490411]
[1617296868.0919778, 1617296870.8114526]
[1617296868.1957836, 1617296870.9113212]
[1617296868.2277546, 1617296870.9562888]
[1617296868.327119, 1617296871.075353]
