[1617296055.0281177, 1617296061.187074]
[1617296055.2810264, 1617296061.5505328]
[1617296055.0681543, 1617296061.214901]
[1617296055.0322013, 1617296061.153375]
[1617296055.493762, 1617296061.7376082]
[1617296055.7447762, 1617296062.01468]
[1617296055.2364862, 1617296061.3557603]
[1617296055.667551, 1617296061.791646]
[1617296054.841856, 1617296061.0123498]
[1617296055.3075004, 1617296061.3518972]
[1617296055.4783707, 1617296061.6070018]
[1617296055.5321436, 1617296061.6400027]
[1617296055.2882829, 1617296061.3558853]
[1617296055.3756282, 1617296061.56722]
[1617296055.505017, 1617296061.6426177]
[1617296055.48051, 1617296061.6261513]
[1617296055.0984607, 1617296061.2784595]
[1617296055.357766, 1617296061.5044608]
[1617296055.6647465, 1617296061.8410573]
[1617296055.2556627, 1617296061.3641112]
[1617296055.8294523, 1617296061.9066138]
[1617296055.5218976, 1617296061.6301222]
[1617296055.514365, 1617296061.557839]
[1617296056.004576, 1617296062.2047732]
[1617296055.6633236, 1617296061.7660499]
[1617296056.1911972, 1617296062.306565]
[1617296056.116953, 1617296062.133025]
[1617296056.0711448, 1617296062.178806]
[1617296056.3610058, 1617296062.4907436]
[1617296056.7039888, 1617296062.7617893]
[1617296056.5771737, 1617296062.6969135]
[1617296056.1193042, 1617296062.2656312]
[1617296056.9450164, 1617296063.0888991]
[1617296056.9295225, 1617296063.134254]
[1617296057.1823556, 1617296063.292804]
[1617296057.0847769, 1617296063.2575803]
[1617296056.808166, 1617296062.9049406]
[1617296056.9890497, 1617296063.2032754]
[1617296057.2329216, 1617296063.3914309]
[1617296056.9268732, 1617296063.0110207]
[1617296057.3967705, 1617296063.5232966]
[1617296057.3311956, 1617296063.4961143]
[1617296057.6923106, 1617296063.8273683]
[1617296057.8572874, 1617296063.958527]
[1617296118.4442663, 1617296124.673457]
[1617296058.1365893, 1617296064.2145648]
[1617296058.2444437, 1617296064.3760254]
[1617296057.7492688, 1617296064.092623]
[1617296058.3632655, 1617296064.5229344]
[1617296058.1314664, 1617296064.2122343]
[1617296058.3758564, 1617296064.4330533]
[1617296058.3321254, 1617296064.5095859]
[1617296058.3814144, 1617296064.645736]
[1617296058.3823352, 1617296064.4884174]
[1617296058.6164622, 1617296064.8142753]
[1617296058.0573642, 1617296064.1858573]
[1617296058.6146686, 1617296064.8426683]
[1617296058.7965312, 1617296064.9358964]
[1617296058.9985728, 1617296065.162567]
[1617296059.0525868, 1617296065.1192946]
[1617296059.0780027, 1617296065.3860793]
[1617296059.0793555, 1617296065.4037578]
[1617296058.9955063, 1617296065.1209462]
[1617296059.129977, 1617296065.2479293]
[1617296059.1220407, 1617296065.2997017]
[1617296059.2733757, 1617296065.488681]
