[1616808442.4128542, 1616808461.2064543]
[1616808442.4395502, 1616808451.1791496]
[1616808442.3414514, 1616808452.0389872]
[1616808442.138667, 1616808457.2147386]
[1616808442.6000488, 1616808459.6202757]
[1616808442.5210276, 1616808458.2070732]
[1616808442.3113592, 1616808461.37238]
[1616808442.6573591, 1616808460.9199216]
[1616808442.2507958, 1616808462.2158082]
[1616808442.1654174, 1616808456.9364238]
[1616808442.6977432, 1616808462.7326732]
[1616808442.7727349, 1616808456.53224]
[1616808442.6493552, 1616808458.4097984]
[1616808442.699111, 1616808461.742702]
[1616808442.3485935, 1616808454.1979182]
[1616808442.4019327, 1616808462.5404944]
[1616808442.475972, 1616808454.1397882]
[1616808442.5722637, 1616808459.9410763]
[1616808442.6408658, 1616808461.2436848]
[1616808442.7268913, 1616808459.6605115]
[1616808442.929558, 1616808459.157255]
[1616808442.8941789, 1616808463.3502643]
[1616808443.1673653, 1616808463.0040472]
[1616808443.1890333, 1616808466.8657594]
[1616808443.4922855, 1616808457.5581598]
[1616808443.462138, 1616808452.627743]
[1616808443.5318687, 1616808464.4864185]
[1616808443.2583373, 1616808458.4759583]
[1616808443.4594061, 1616808463.7107916]
[1616808443.3954444, 1616808458.1344798]
[1616808443.7085094, 1616808459.42196]
[1616808443.8984244, 1616808465.963839]
[1616808443.9833722, 1616808458.9559913]
[1616808443.863816, 1616808463.2260327]
[1616808444.1083536, 1616808454.2359464]
[1616808444.142814, 1616808461.7212574]
[1616808444.1364055, 1616808462.873735]
[1616808443.8587484, 1616808463.5919654]
[1616808444.2184498, 1616808462.3058257]
[1616808444.442852, 1616808460.2505956]
[1616808444.2979786, 1616808461.743596]
[1616808444.365721, 1616808463.3283734]
[1616808444.667726, 1616808463.331424]
[1616808444.5401704, 1616808461.0392685]
[1616808444.408915, 1616808463.5125613]
[1616808444.6348312, 1616808469.228217]
[1616808444.9036896, 1616808462.7813673]
[1616808444.896331, 1616808457.8628616]
[1616808444.8946185, 1616808458.577847]
[1616808444.7005136, 1616808464.9325035]
[1616808444.9354024, 1616808463.6346998]
[1616808445.3730803, 1616808458.4299285]
[1616808445.0195153, 1616808462.0813167]
[1616808445.3245218, 1616808465.143055]
[1616808445.2050965, 1616808460.892191]
[1616808445.1970325, 1616808462.8923228]
[1616808445.5619538, 1616808461.0182383]
[1616808445.5979059, 1616808458.4864404]
[1616808445.51694, 1616808464.8434718]
[1616808445.6823416, 1616808464.009035]
[1616808445.6991732, 1616808462.5194468]
[1616808445.794551, 1616808463.986994]
[1616808445.7382224, 1616808462.2662444]
[1616808445.9649427, 1616808465.5594344]
[1616808445.7505515, 1616808463.5444973]
[1616808445.9096859, 1616808467.410312]
[1616808445.865636, 1616808463.7762191]
[1616808445.799001, 1616808462.1591392]
[1616808445.9716504, 1616808464.9649212]
[1616808446.0346801, 1616808463.7454073]
[1616808446.0709713, 1616808465.1888998]
