[1621533713.475348, 1621533714.5911767]
[1621533713.6383977, 1621533714.7600257]
[1621533713.630323, 1621533714.7694201]
[1621533713.50668, 1621533714.6224992]
[1621533713.9551814, 1621533715.0643997]
[1621533714.254106, 1621533715.3884552]
[1621533713.6081471, 1621533714.7626474]
[1621533713.843982, 1621533714.932876]
[1621533714.0420072, 1621533715.208155]
[1621533714.5133643, 1621533715.6296196]
[1621533714.2484398, 1621533715.3706338]
[1621533713.7717075, 1621533714.897013]
[1621533713.91236, 1621533715.0427642]
[1621533713.9170687, 1621533714.9959626]
[1621533713.6912413, 1621533714.8113158]
[1621533713.5724819, 1621533714.737279]
[1621533713.928006, 1621533715.063353]
[1621533714.3826694, 1621533715.4713662]
[1621533714.693404, 1621533715.8211484]
[1621533713.9038904, 1621533715.0214236]
[1621533714.5125651, 1621533715.586795]
[1621533714.2672899, 1621533715.3598692]
[1621533714.2071788, 1621533715.3426292]
[1621533713.8383641, 1621533714.9599361]
[1621533714.0817285, 1621533715.2328992]
[1621533713.8278744, 1621533714.9512808]
[1621533714.724896, 1621533715.8608346]
[1621533713.961485, 1621533715.065792]
[1621533714.4353979, 1621533715.511174]
[1621533715.1003935, 1621533716.2021866]
[1621533715.1965945, 1621533716.3324842]
[1621533715.4369671, 1621533716.5538542]
[1621533714.647987, 1621533715.7550952]
[1621533715.810863, 1621533716.9147239]
[1621533715.5109522, 1621533716.6510086]
[1621533715.3609579, 1621533716.4989543]
[1621533714.9047825, 1621533716.019635]
[1621533715.7118568, 1621533716.7846987]
[1621533715.4984899, 1621533716.5991654]
[1621533715.7536218, 1621533716.8827815]
[1621533715.8430338, 1621533716.9550004]
[1621533715.8501003, 1621533716.9707222]
[1621533715.923262, 1621533717.0505207]
[1621533714.8241267, 1621533715.9311435]
[1621533715.7107453, 1621533716.7814422]
[1621533715.6981823, 1621533716.7752569]
[1621533714.8862345, 1621533716.0716853]
[1621533715.4904804, 1621533716.581534]
[1621533716.0663447, 1621533717.1598663]
[1621533715.7338314, 1621533716.9077015]
[1621533715.4070854, 1621533716.5360532]
[1621533716.3108962, 1621533717.4282157]
[1621533716.5184286, 1621533717.6668928]
[1621533715.9852839, 1621533717.0931554]
[1621533716.6766658, 1621533717.8363724]
[1621533716.474224, 1621533717.6062953]
[1621533716.521012, 1621533717.6927803]
[1621533716.219047, 1621533717.3151293]
[1621533716.7080936, 1621533717.8118246]
[1621533717.564513, 1621533718.7293792]
[1621533716.3625968, 1621533717.565811]
[1621533716.7280505, 1621533717.814176]
[1621533716.0106301, 1621533717.125478]
[1621533716.9079158, 1621533718.0430892]
[1621533716.0399165, 1621533717.155066]
[1621533717.0424504, 1621533718.1630487]
[1621533716.487603, 1621533717.5739553]
[1621533717.2995355, 1621533718.4185057]
[1621533716.8828986, 1621533717.9636452]
[1621533717.3530378, 1621533718.5103865]
[1621533716.2326274, 1621533717.3404262]
[1621533717.531628, 1621533718.6603453]
[1621533717.5089478, 1621533718.6274989]
[1621533717.2808855, 1621533718.3686612]
[1621533717.2821453, 1621533718.4028053]
[1621533717.3066344, 1621533718.4504418]
[1621533717.3964324, 1621533718.5249765]
[1621533717.7845113, 1621533718.8814209]
[1621533717.397866, 1621533718.5170145]
[1621533717.4267387, 1621533718.5268478]
[1621533717.7255318, 1621533718.8756123]
[1621533717.9886866, 1621533719.0623565]
[1621533717.655311, 1621533718.77349]
[1621533717.763173, 1621533718.8495743]
[1621533718.5115173, 1621533719.6440127]
[1621533717.7232854, 1621533718.8484693]
[1621533718.0418358, 1621533719.1310382]
[1621533718.1565952, 1621533719.2754393]
[1621533718.127026, 1621533719.1975849]
[1621533718.1439655, 1621533719.2199893]
[1621533718.0551846, 1621533719.1979249]
[1621533718.1250412, 1621533719.2163527]
[1621533717.9614398, 1621533719.0987163]
[1621533718.2363744, 1621533719.3478]
[1621533718.2143447, 1621533719.3420084]
[1621533719.0222547, 1621533720.1311166]
[1621533719.0385525, 1621533720.1579788]
[1621533719.004387, 1621533720.41402]
[1621533719.1664994, 1621533720.2951865]
[1621533719.0005357, 1621533720.1237245]
[1621533718.9090555, 1621533720.0267534]
[1621533718.9340405, 1621533720.0617378]
[1621533718.2619114, 1621533719.3842094]
[1621533718.9541218, 1621533720.0425692]
[1621533719.4018989, 1621533720.5227928]
[1621533719.3541548, 1621533720.461739]
[1621533719.3184357, 1621533720.4433372]
[1621533719.1499178, 1621533720.240085]
[1621533719.642917, 1621533720.7943864]
[1621533720.1957102, 1621533721.3112473]
[1621533720.186871, 1621533721.2621415]
[1621533719.1554234, 1621533720.257422]
[1621533720.3475761, 1621533721.4921327]
[1621533719.7894251, 1621533720.9122143]
[1621533720.439498, 1621533722.1492224]
[1621533718.989714, 1621533720.159118]
[1621533720.3898408, 1621533721.528394]
[1621533719.0955489, 1621533720.1760442]
[1621533720.7676382, 1621533721.9063437]
[1621533720.4624975, 1621533721.5879176]
[1621533719.7898266, 1621533720.9128668]
[1621533719.4681225, 1621533720.5857716]
[1621533719.1347172, 1621533720.286405]
[1621533720.1539712, 1621533721.2664182]
[1621533720.8487859, 1621533721.9653056]
[1621533719.613937, 1621533720.7141926]
[1621533719.8425188, 1621533720.991838]
[1621533719.8365288, 1621533720.9514601]
[1621533719.6034641, 1621533720.6903796]
[1621533720.8238025, 1621533721.9579732]
[1621533720.7491722, 1621533721.855749]
[1621533720.9048085, 1621533721.9776952]
[1621533720.6830122, 1621533721.8087482]
[1621533721.0169373, 1621533722.1433103]
[1621533719.7884972, 1621533720.8626952]
[1621533719.7704613, 1621533720.9252968]
[1621533720.391928, 1621533721.4898431]
[1621533721.011047, 1621533722.130916]
[1621533720.8565993, 1621533721.9459872]
[1621533720.7670093, 1621533721.8533223]
[1621533721.1413472, 1621533722.2640326]
[1621533721.1950114, 1621533722.3139286]
[1621533721.3829243, 1621533722.4756804]
[1621533721.3707259, 1621533722.4474225]
[1621533721.599616, 1621533722.722706]
[1621533721.5722353, 1621533722.690302]
[1621533721.4278905, 1621533722.524923]
[1621533721.2344306, 1621533722.3539608]
[1621533721.3516798, 1621533722.4553375]
[1621533721.8106859, 1621533722.9243824]
[1621533721.4809556, 1621533722.6087186]
[1621533721.546871, 1621533722.6793942]
[1621533721.6119313, 1621533722.7314706]
[1621533721.695148, 1621533722.8091962]
[1621533721.409882, 1621533722.5179448]
[1621533721.709486, 1621533722.817357]
[1621533720.9619176, 1621533722.0758872]
[1621533721.2588277, 1621533722.4051802]
[1621533721.859977, 1621533722.9933772]
[1621533721.5353074, 1621533722.6822777]
[1621533721.6768777, 1621533722.7425435]
[1621533721.3282964, 1621533722.5141323]
[1621533722.0565636, 1621533723.2014568]
[1621533720.9531815, 1621533722.072111]
[1621533722.3517685, 1621533723.4752073]
[1621533722.0546331, 1621533723.1637373]
[1621533722.0915477, 1621533723.2101371]
[1621533721.9622157, 1621533723.048858]
[1621533721.6834664, 1621533722.771577]
[1621533721.892528, 1621533722.98382]
[1621533722.272523, 1621533723.3914082]
[1621533722.3707685, 1621533723.5025573]
[1621533722.1700275, 1621533723.4802358]
[1621533722.9345257, 1621533724.033031]
[1621533723.162996, 1621533724.3015769]
[1621533723.2648323, 1621533724.3975165]
[1621533723.3091888, 1621533724.438544]
[1621533723.120229, 1621533724.2180457]
[1621533723.2033358, 1621533724.3326347]
[1621533723.1451209, 1621533724.2375176]
[1621533722.809826, 1621533723.9294708]
[1621533722.905535, 1621533724.031095]
[1621533723.416165, 1621533724.5369163]
[1621533722.6976378, 1621533723.8035738]
[1621533722.7757845, 1621533723.879378]
[1621533722.7714512, 1621533723.8425078]
[1621533722.3428361, 1621533723.4649987]
[1621533723.6270561, 1621533724.7486832]
[1621533722.889856, 1621533724.0163443]
[1621533722.0081303, 1621533723.0810452]
[1621533722.9924586, 1621533724.0861797]
[1621533723.0360746, 1621533724.1657248]
[1621533723.0500143, 1621533724.133972]
[1621533723.328425, 1621533724.4240549]
[1621533723.169433, 1621533724.2770884]
[1621533723.0391226, 1621533724.1816835]
[1621533723.7292452, 1621533724.848564]
[1621533723.479994, 1621533724.5954142]
[1621533724.1062503, 1621533725.223804]
[1621533723.0306485, 1621533724.1555817]
[1621533723.864175, 1621533725.0074368]
[1621533722.6879332, 1621533723.8281176]
[1621533724.0381327, 1621533725.1376936]
[1621533724.1596782, 1621533725.3954635]
[1621533723.9498708, 1621533725.0697505]
[1621533724.4051797, 1621533725.5196204]
[1621533724.7387004, 1621533725.8562012]
[1621533724.1286292, 1621533725.2452555]
[1621533722.8545291, 1621533723.969149]
[1621533724.1009567, 1621533725.181286]
[1621533723.960349, 1621533725.092662]
[1621533724.1388927, 1621533725.2232745]
[1621533723.8554819, 1621533724.9204676]
[1621533723.9223578, 1621533725.0276346]
[1621533724.239707, 1621533725.3129098]
[1621533723.6327093, 1621533724.7824788]
[1621533723.821574, 1621533724.920132]
[1621533724.271757, 1621533725.3561149]
[1621533724.302495, 1621533725.4272628]
[1621533724.4278262, 1621533725.5066936]
[1621533724.3409915, 1621533725.4764717]
[1621533724.4217029, 1621533725.5283902]
[1621533724.942938, 1621533726.0143716]
[1621533724.628814, 1621533725.7518313]
[1621533724.3891716, 1621533725.4820254]
[1621533724.7858477, 1621533725.909749]
[1621533724.454003, 1621533725.6190834]
[1621533724.5783603, 1621533725.7350411]
[1621533724.275896, 1621533725.3993812]
[1621533725.2797737, 1621533726.4078028]
[1621533724.5699487, 1621533725.69133]
[1621533725.1701286, 1621533726.2737813]
[1621533724.9917634, 1621533726.1255386]
[1621533725.1883242, 1621533726.2735624]
[1621533724.910733, 1621533726.0350096]
[1621533724.8250022, 1621533725.943735]
[1621533724.9852767, 1621533726.0821989]
[1621533725.2397788, 1621533726.3587844]
[1621533725.173053, 1621533726.3012264]
[1621533724.2934341, 1621533725.3991277]
[1621533724.538756, 1621533725.6346147]
[1621533725.4873204, 1621533726.588542]
[1621533725.3812385, 1621533726.4603398]
[1621533725.0386434, 1621533726.1292331]
[1621533725.5202997, 1621533726.5931365]
[1621533725.3727558, 1621533726.470363]
[1621533725.393984, 1621533726.5361233]
[1621533725.9381602, 1621533726.9968388]
[1621533725.6719484, 1621533726.7774193]
[1621533725.9204721, 1621533727.071336]
[1621533725.9515276, 1621533727.0627172]
[1621533725.755205, 1621533726.8894205]
[1621533725.993952, 1621533727.116029]
[1621533725.8526642, 1621533726.957887]
[1621533725.740713, 1621533726.8729486]
[1621533725.8972049, 1621533727.0199485]
[1621533725.1404505, 1621533726.2535222]
[1621533726.5070882, 1621533727.5956805]
[1621533725.3767946, 1621533726.4435835]
[1621533725.920473, 1621533727.0492837]
[1621533726.1301594, 1621533727.2439346]
[1621533725.7335186, 1621533726.8531566]
[1621533725.872939, 1621533727.0031958]
[1621533725.4599724, 1621533726.6035984]
[1621533725.9678607, 1621533727.0895329]
[1621533725.6240435, 1621533726.7722688]
[1621533726.8209336, 1621533727.961108]
[1621533725.7470002, 1621533726.8853002]
[1621533725.466687, 1621533726.6000955]
[1621533725.874851, 1621533727.0977178]
[1621533725.4952052, 1621533726.7527943]
[1621533725.8519316, 1621533726.9676528]
[1621533726.8567417, 1621533727.98511]
[1621533726.8603187, 1621533727.977554]
[1621533727.387167, 1621533728.4623842]
[1621533726.867638, 1621533728.0035138]
[1621533727.0229857, 1621533728.1241088]
[1621533726.988234, 1621533728.1148603]
[1621533727.0721645, 1621533728.2531009]
[1621533727.1027234, 1621533728.2260344]
[1621533726.9859743, 1621533728.0992076]
[1621533727.0752513, 1621533728.195609]
[1621533727.01068, 1621533728.1266518]
[1621533727.0989301, 1621533728.2124677]
[1621533726.8209674, 1621533727.906422]
[1621533726.9588027, 1621533728.0694306]
[1621533727.4548404, 1621533728.5390215]
[1621533727.3850715, 1621533728.5148885]
[1621533727.2723918, 1621533728.3860416]
[1621533727.0147946, 1621533728.0926876]
[1621533727.3281398, 1621533728.4487972]
[1621533727.3725545, 1621533728.489661]
[1621533727.4316094, 1621533728.52242]
[1621533727.5474412, 1621533728.6585076]
[1621533727.7280817, 1621533728.8382998]
