[1616950840.5614107, 1616950844.233771]
[1616950840.490356, 1616950849.553639]
[1616950840.6555634, 1616950844.8381984]
[1616950840.568033, 1616950844.2371192]
[1616950840.144682, 1616950843.6608984]
[1616950840.5398004, 1616950844.0635588]
[1616950840.9332137, 1616950849.5050652]
[1616950840.5827076, 1616950846.8846853]
[1616950840.5938118, 1616950845.315241]
[1616950840.4206924, 1616950844.5793006]
[1616950840.6029382, 1616950849.988425]
[1616950840.8054788, 1616950847.8560638]
[1616950840.2540112, 1616950845.8737159]
[1616950840.678671, 1616950853.968365]
[1616950840.5786052, 1616950850.8457985]
[1616950840.186274, 1616950843.5618358]
[1616950840.5645719, 1616950845.9312882]
[1616950840.7529697, 1616950846.8016112]
[1616950840.485701, 1616950846.1917622]
[1616950840.8338995, 1616950845.3417184]
[1616950840.778432, 1616950848.1066942]
[1616950840.9314508, 1616950844.6573205]
[1616950840.8675036, 1616950847.6950703]
[1616950840.938778, 1616950845.7421381]
[1616950841.1950724, 1616950849.2805197]
[1616950841.3257327, 1616950845.9000497]
[1616950841.4329097, 1616950845.2219305]
[1616950841.5226817, 1616950857.0032527]
[1616950841.4835289, 1616950845.4207072]
[1616950841.5970175, 1616950845.2826612]
[1616950841.8608418, 1616950847.4868226]
[1616950841.581514, 1616950855.3443623]
[1616950841.6026115, 1616950854.6136627]
[1616950841.9339554, 1616950845.3565185]
[1616950841.942692, 1616950847.643229]
[1616950842.0128474, 1616950845.6717713]
[1616950841.9868054, 1616950851.6824324]
[1616950842.034959, 1616950848.839483]
[1616950842.0734792, 1616950851.5367324]
[1616950842.485242, 1616950855.0343685]
[1616950842.3082156, 1616950846.7487009]
[1616950842.3756995, 1616950846.4326828]
[1616950842.4651728, 1616950851.4661307]
[1616950842.6774943, 1616950855.114232]
[1616950843.0406704, 1616950856.7399232]
[1616950842.279724, 1616950846.3252141]
[1616950843.0231898, 1616950846.6353102]
[1616950842.7951381, 1616950847.237739]
[1616950842.9506843, 1616950856.5980577]
[1616950843.4874284, 1616950855.8656306]
[1616950843.0665755, 1616950859.6603522]
[1616950843.2305188, 1616950846.59115]
[1616950843.4740283, 1616950855.8279977]
[1616950843.3673275, 1616950846.9278226]
[1616950843.3723176, 1616950850.6557183]
[1616950843.682938, 1616950852.01998]
[1616950843.68589, 1616950850.9570143]
[1616950843.7557042, 1616950847.7542248]
[1616950844.1102731, 1616950859.772926]
[1616950843.9335256, 1616950857.8773293]
[1616950844.189513, 1616950855.3261712]
[1616950844.3696747, 1616950857.8410902]
[1616950844.2059116, 1616950848.6587539]
[1616950844.6171944, 1616950848.3888547]
[1616950844.3185031, 1616950848.748477]
[1616950844.5036695, 1616950852.5541034]
[1616950844.5153854, 1616950852.3408105]
[1616950844.5740206, 1616950847.9784205]
[1616950844.6211827, 1616950849.094124]
[1616950844.7288988, 1616950849.6825018]
[1616950844.8949318, 1616950848.5724704]
[1616950845.082574, 1616950849.7569742]
[1616950845.1066113, 1616950857.4708312]
[1616950845.2431026, 1616950851.0596714]
[1616950845.0168574, 1616950852.7991154]
[1616950845.041165, 1616950848.5034816]
[1616950845.2671068, 1616950851.653734]
[1616950845.1539364, 1616950851.0240767]
[1616950845.4234886, 1616950859.2482922]
[1616950845.567361, 1616950850.8231277]
[1616950845.3212774, 1616950853.7915995]
[1616950845.4723182, 1616950852.5847754]
[1616950845.6916995, 1616950861.3004973]
[1616950845.4433439, 1616950850.5549042]
[1616950845.647927, 1616950850.8392794]
[1616950845.647428, 1616950855.3571138]
[1616950845.5411777, 1616950856.9778957]
[1616950846.1016219, 1616950854.6768355]
[1616950845.9888272, 1616950852.2397678]
[1616950846.1908383, 1616950850.7519836]
[1616950846.2927053, 1616950861.3072424]
[1616950846.1590705, 1616950858.6798503]
[1616950846.3475528, 1616950852.4713607]
[1616950846.293467, 1616950854.3888555]
[1616950846.2275074, 1616950851.3881707]
[1616950846.5180826, 1616950850.8653626]
[1616950846.3167803, 1616950853.7361107]
[1616950846.2656295, 1616950851.256042]
[1616950846.5969062, 1616950851.283023]
[1616950846.7479715, 1616950851.1910872]
[1616950846.6781669, 1616950851.5457027]
[1616950847.049216, 1616950851.5271006]
[1616950846.8999987, 1616950851.4379346]
[1616950846.7531717, 1616950856.5631142]
[1616950846.9648936, 1616950852.2447028]
[1616950846.923538, 1616950850.7019827]
[1616950846.6859612, 1616950850.519994]
[1616950847.2302706, 1616950852.6568668]
[1616950847.0497801, 1616950859.2156432]
[1616950847.0879838, 1616950852.664455]
[1616950846.9653502, 1616950852.7126274]
[1616950847.2885287, 1616950851.2888794]
[1616950847.4192245, 1616950851.6516006]
[1616950847.4024792, 1616950856.9891374]
[1616950847.510227, 1616950858.224899]
[1616950847.4343352, 1616950851.7222166]
[1616950847.609047, 1616950860.8491685]
[1616950847.588515, 1616950855.6375225]
[1616950847.715608, 1616950851.41314]
[1616950847.6175742, 1616950856.7615898]
[1616950847.7999523, 1616950856.8084471]
[1616950847.9149225, 1616950859.7160714]
[1616950848.1074338, 1616950857.5458145]
[1616950847.7383192, 1616950856.1529574]
[1616950847.8488057, 1616950859.627835]
[1616950848.1376624, 1616950859.8760183]
[1616950848.09382, 1616950852.94078]
[1616950848.2196145, 1616950862.494158]
[1616950848.1219218, 1616950853.1368895]
[1616950848.2680433, 1616950863.4378827]
[1616950848.2269814, 1616950860.5200424]
[1616950848.3470175, 1616950857.5204942]
[1616950848.3508737, 1616950851.769922]
[1616950848.4530706, 1616950858.73727]
[1616950848.4852145, 1616950863.8441453]
[1616950848.5558777, 1616950853.1368432]
[1616950848.5459895, 1616950852.0327468]
[1616950848.7515612, 1616950859.1802545]
[1616950848.7840066, 1616950862.6485724]
[1616950848.8750045, 1616950863.4353726]
[1616950848.9493153, 1616950856.8143578]
[1616950848.8902824, 1616950857.634016]
[1616950848.9730504, 1616950856.0151227]
[1616950848.9963107, 1616950860.6097195]
[1616950849.0681655, 1616950859.3321598]
[1616950848.9267097, 1616950859.9433062]
[1616950849.2753034, 1616950853.5981061]
[1616950849.1198955, 1616950856.0657609]
[1616950849.1400287, 1616950857.0627117]
[1616950849.2222655, 1616950854.7090898]
[1616950849.2652383, 1616950852.902975]
[1616950849.425833, 1616950862.6267953]
[1616950849.4562678, 1616950862.327765]
[1616950849.4622543, 1616950861.8782394]
[1616950849.339646, 1616950861.152642]
[1616950849.296025, 1616950860.680208]
[1616950849.5175872, 1616950857.317079]
[1616950849.4135225, 1616950865.3899488]
[1616950849.429124, 1616950862.9177654]
[1616950849.6536632, 1616950856.706527]
[1616950849.5407844, 1616950853.0116448]
[1616950849.7646658, 1616950861.3510687]
[1616950849.6727178, 1616950855.0614147]
[1616950849.6532934, 1616950862.0419216]
[1616950849.6356819, 1616950857.6863863]
[1616950849.772158, 1616950856.4882116]
[1616950849.8303869, 1616950862.5455031]
[1616950849.7762825, 1616950856.019524]
[1616950849.7187533, 1616950859.700079]
[1616950849.9180977, 1616950854.6401887]
[1616950849.9199526, 1616950855.5511236]
[1616950850.0288987, 1616950854.936904]
[1616950850.0116615, 1616950863.308515]
[1616950850.0175593, 1616950857.7902389]
[1616950850.1185586, 1616950858.326085]
[1616950849.9467158, 1616950862.0090125]
[1616950850.028266, 1616950853.6580806]
[1616950849.847323, 1616950859.9879348]
[1616950850.1975162, 1616950858.473984]
[1616950850.1975234, 1616950857.9286945]
[1616950850.1719708, 1616950858.6429935]
[1616950850.1612575, 1616950859.5322986]
[1616950850.1718478, 1616950858.9860225]
[1616950850.1524699, 1616950862.1365757]
