[1616948854.8983514, 1616948860.2254539]
[1616948855.369836, 1616948860.698109]
[1616948855.34483, 1616948860.6350508]
[1616948855.2613144, 1616948860.4959235]
[1616948855.2613041, 1616948860.6333125]
[1616948855.5522084, 1616948860.9177766]
[1616948855.0110922, 1616948860.5663612]
[1616948854.8163388, 1616948860.1568854]
[1616948855.5522265, 1616948860.8429163]
[1616948855.2862718, 1616948860.7304063]
[1616948855.2384183, 1616948860.5549579]
[1616948855.5297127, 1616948860.8714461]
[1616948855.4157333, 1616948860.7544324]
[1616948855.5292857, 1616948860.8602228]
[1616948855.44813, 1616948860.8464887]
[1616948855.3772774, 1616948860.738741]
[1616948855.5360122, 1616948860.901786]
[1616948855.3012009, 1616948860.5810618]
[1616948855.5420058, 1616948860.9563532]
[1616948855.3870897, 1616948860.691731]
[1616948855.3868463, 1616948860.8112304]
[1616948855.6805134, 1616948860.903182]
[1616948855.6711156, 1616948860.990727]
[1616948855.8338375, 1616948861.2058754]
[1616948856.0862832, 1616948861.4477744]
[1616948856.1567256, 1616948861.5127628]
[1616948856.0267947, 1616948861.3888826]
[1616948856.2734873, 1616948861.514648]
[1616948856.2930968, 1616948861.753484]
[1616948856.2898269, 1616948861.8009913]
[1616948856.3553822, 1616948861.72091]
[1616948856.0620253, 1616948861.4139132]
[1616948856.399221, 1616948861.7332094]
[1616948856.382991, 1616948861.8565378]
[1616948856.447403, 1616948861.8723419]
[1616948856.3962355, 1616948861.688221]
[1616948856.5148091, 1616948861.8679035]
[1616948856.4968925, 1616948861.8977695]
[1616948856.5501683, 1616948862.0178201]
[1616948856.426326, 1616948861.8394387]
[1616948856.55196, 1616948861.903415]
[1616948856.6940386, 1616948862.0735257]
[1616948856.7376535, 1616948862.1472309]
[1616948856.7638664, 1616948862.1299238]
[1616948856.8057036, 1616948862.1635013]
[1616948856.758879, 1616948862.029528]
[1616948856.7390103, 1616948862.0641942]
[1616948856.7577777, 1616948862.1126595]
[1616948856.9836338, 1616948862.2810242]
[1616948856.8015428, 1616948862.0514576]
[1616948856.8723514, 1616948862.0556073]
[1616948856.788178, 1616948862.1432064]
[1616948856.9059122, 1616948862.4218287]
[1616948856.8917472, 1616948862.25874]
[1616948856.8528137, 1616948862.2693267]
[1616948857.0350585, 1616948862.3292243]
[1616948856.9371438, 1616948862.3309498]
[1616948857.1298847, 1616948862.56796]
[1616948856.967819, 1616948862.3679204]
[1616948857.108185, 1616948862.442365]
[1616948857.1270201, 1616948862.4744782]
[1616948857.1918895, 1616948862.6068523]
[1616948857.1221483, 1616948862.4087074]
[1616948857.1425264, 1616948862.4318008]
[1616948857.099086, 1616948862.43396]
[1616948857.2090046, 1616948862.522266]
[1616948857.2386823, 1616948862.79455]
[1616948857.20962, 1616948862.514309]
[1616948857.0794182, 1616948862.4081018]
[1616948857.1452813, 1616948862.3703527]
[1616948857.041721, 1616948862.3473694]
[1616948857.2838128, 1616948862.6656184]
[1616948857.2323558, 1616948862.4814503]
[1616948857.271941, 1616948862.7223709]
[1616948857.3189018, 1616948863.2910695]
[1616948857.2169616, 1616948862.580975]
[1616948857.3207908, 1616948862.6462703]
[1616948857.33534, 1616948862.764594]
[1616948857.2968056, 1616948862.69183]
[1616948857.3210125, 1616948862.628194]
[1616948857.3303769, 1616948862.7090616]
[1616948857.368567, 1616948862.9027946]
[1616948857.3136778, 1616948862.8696282]
[1616948857.3747592, 1616948862.6476796]
[1616948857.3837316, 1616948862.7772305]
[1616948857.3019257, 1616948862.6091642]
[1616948857.377311, 1616948862.7357662]
[1616948857.3543403, 1616948862.8227909]
[1616948857.4264083, 1616948862.7537906]
[1616948857.4020805, 1616948862.7911918]
[1616948857.3821123, 1616948862.7309773]
[1616948857.4116142, 1616948862.7929006]
[1616948857.4370768, 1616948862.8526552]
[1616948857.3909643, 1616948862.744843]
[1616948857.4083874, 1616948862.6032643]
[1616948857.442998, 1616948862.794041]
[1616948857.4286237, 1616948862.7790942]
[1616948857.4174573, 1616948862.7495568]
[1616948857.318316, 1616948862.6606252]
[1616948857.3876684, 1616948862.6241803]
