[1616810928.4344018, 1616810941.4668143]
[1616810928.1110506, 1616810942.6317725]
[1616810928.3580568, 1616810943.1639583]
[1616810928.4452472, 1616810946.7895966]
[1616810928.2272968, 1616810940.913362]
[1616810928.3725386, 1616810946.4450188]
[1616810928.4059753, 1616810945.6362026]
[1616810928.145356, 1616810946.7261872]
[1616810928.457526, 1616810941.7805378]
[1616810928.1883085, 1616810941.6109364]
[1616810928.3826778, 1616810942.7166076]
[1616810928.4233038, 1616810942.938931]
[1616810928.3587475, 1616810943.5392935]
[1616810928.3581626, 1616810952.21069]
[1616810928.4150863, 1616810947.6007643]
[1616810928.2293863, 1616810942.6997962]
[1616810928.4054997, 1616810962.7864137]
[1616810928.4629276, 1616810948.8566556]
[1616810928.1653893, 1616810938.844691]
[1616810928.3820167, 1616810944.5061147]
[1616810928.4615097, 1616810966.3191054]
[1616810928.4605076, 1616810948.9787073]
[1616810928.5586503, 1616810947.4631598]
[1616810928.4789863, 1616810947.0222902]
[1616810928.501434, 1616810944.5934262]
[1616810928.524463, 1616810942.8039823]
[1616810928.4391267, 1616810943.9259188]
[1616810928.5104809, 1616810946.2722704]
[1616810928.5216243, 1616810947.570165]
[1616810928.4448895, 1616810941.917816]
[1616810928.5675094, 1616810946.869853]
[1616810928.6163979, 1616810946.6809535]
[1616810928.6554394, 1616810941.5316396]
