[1616944601.686889, 1616944613.668257]
[1616944601.1322474, 1616944613.1325893]
[1616944601.66184, 1616944613.61981]
[1616944601.4393551, 1616944613.498159]
[1616944601.2759235, 1616944613.2981699]
[1616944601.4867458, 1616944613.4144595]
[1616944601.4777985, 1616944613.4031703]
[1616944601.5170586, 1616944613.529056]
[1616944601.4958923, 1616944613.406371]
[1616944601.6280215, 1616944613.4945555]
[1616944601.8179052, 1616944613.7239828]
[1616944601.8863032, 1616944613.8099132]
[1616944601.943569, 1616944613.8160799]
[1616944601.7820592, 1616944613.728773]
[1616944601.689949, 1616944613.7403116]
[1616944601.348189, 1616944613.209454]
[1616944601.5351844, 1616944613.4802806]
[1616944601.905573, 1616944613.7266543]
[1616944601.6581967, 1616944613.554275]
[1616944601.8156576, 1616944613.5921137]
[1616944602.3591962, 1616944614.2213566]
[1616944602.408339, 1616944614.420146]
[1616944602.0560844, 1616944614.0135965]
[1616944602.025426, 1616944613.9132578]
[1616944602.0299125, 1616944613.9123704]
[1616944602.3386328, 1616944614.19125]
[1616944602.264888, 1616944614.0971]
[1616944602.6395123, 1616944614.5495677]
[1616944602.5948548, 1616944614.4530058]
[1616944602.856489, 1616944614.7460837]
[1616944602.6584048, 1616944614.5204995]
[1616944603.045233, 1616944614.9089677]
[1616944602.610824, 1616944614.4276485]
[1616944603.0501418, 1616944614.9580383]
[1616944602.985872, 1616944614.9148622]
[1616944603.144719, 1616944614.9921033]
[1616944603.2167523, 1616944615.2436244]
[1616944603.439026, 1616944615.2758307]
[1616944603.4236996, 1616944615.5078154]
[1616944603.1895723, 1616944615.117133]
[1616944603.3462448, 1616944615.288294]
[1616944603.5348601, 1616944615.2747726]
[1616944603.7514327, 1616944615.6273818]
[1616944603.7941482, 1616944615.750672]
[1616944603.9264395, 1616944615.6251347]
[1616944603.891462, 1616944616.8647373]
[1616944604.0145617, 1616944615.9469998]
[1616944604.2843058, 1616944616.1942556]
[1616944604.3692958, 1616944616.5470922]
[1616944604.2276685, 1616944616.2026565]
[1616944604.3070564, 1616944616.3813362]
[1616944604.4315455, 1616944616.600412]
[1616944604.8272302, 1616944616.8666856]
[1616944604.706456, 1616944616.7005394]
[1616944604.7406125, 1616944616.7104955]
[1616944604.8411577, 1616944616.7256982]
[1616944605.0832417, 1616944617.011616]
[1616944605.0669806, 1616944616.9791024]
[1616944605.2391746, 1616944617.1046093]
[1616944605.3903952, 1616944617.1974614]
[1616944605.4411533, 1616944617.3602366]
[1616944605.2071066, 1616944617.0566401]
[1616944605.6956968, 1616944617.6573281]
[1616944605.4314349, 1616944617.4259527]
[1616944605.6508987, 1616944617.7658668]
[1616944605.6967754, 1616944617.4794655]
[1616944605.5352614, 1616944617.367743]
[1616944605.8953502, 1616944617.728127]
[1616944605.9724944, 1616944617.986699]
[1616944605.88631, 1616944617.844925]
[1616944606.1616251, 1616944618.1069973]
[1616944605.9141579, 1616944617.8190682]
[1616944606.1752338, 1616944618.180542]
[1616944606.1552093, 1616944618.0557387]
[1616944606.106445, 1616944617.8978314]
[1616944606.4088593, 1616944618.9606543]
[1616944606.4262118, 1616944618.4079454]
[1616944606.3677707, 1616944618.2773297]
[1616944606.3493977, 1616944618.2540452]
[1616944606.696107, 1616944618.7045548]
[1616944606.6269588, 1616944618.6529691]
[1616944606.6030612, 1616944618.6048443]
[1616944606.3514087, 1616944618.3045692]
[1616944606.7761862, 1616944618.7125483]
[1616944606.873461, 1616944618.7421865]
[1616944606.9398098, 1616944618.81336]
[1616944607.1470244, 1616944618.9642103]
[1616944606.9592986, 1616944618.8195546]
[1616944606.9452057, 1616944618.8436167]
[1616944607.3189654, 1616944619.2867134]
[1616944607.247795, 1616944619.1647272]
[1616944607.445482, 1616944619.4391541]
[1616944607.317548, 1616944619.072609]
[1616944607.414558, 1616944619.2041922]
[1616944607.3199883, 1616944619.411424]
[1616944607.379285, 1616944619.3648338]
[1616944607.4263508, 1616944619.2394056]
[1616944607.6471527, 1616944619.5676985]
[1616944607.6620471, 1616944620.104885]
[1616944607.7582474, 1616944619.733087]
[1616944607.8129137, 1616944619.8675795]
[1616944607.6084924, 1616944622.8165972]
[1616944607.7052627, 1616944619.6509385]
[1616944607.700921, 1616944619.691433]
[1616944607.862716, 1616944619.7538455]
[1616944607.8678155, 1616944619.8252752]
[1616944607.904358, 1616944619.8184204]
[1616944608.0589345, 1616944619.8599389]
[1616944608.0005093, 1616944619.9267428]
[1616944608.038104, 1616944619.9807909]
[1616944608.009211, 1616944620.050248]
[1616944608.2613559, 1616944619.86888]
[1616944608.2322187, 1616944620.1793299]
[1616944608.2814734, 1616944622.4911098]
[1616944608.3566358, 1616944620.2708182]
[1616944608.3642125, 1616944620.2495048]
[1616944608.1926236, 1616944620.279093]
[1616944608.5124617, 1616944620.3099213]
[1616944608.5339258, 1616944620.260106]
[1616944608.3980532, 1616944620.2437677]
[1616944608.4408553, 1616944620.3808072]
[1616944608.658731, 1616944620.5507643]
[1616944608.656398, 1616944620.5528178]
[1616944608.5583313, 1616944620.4434369]
[1616944608.68402, 1616944620.6307564]
[1616944608.710224, 1616944620.2242887]
[1616944608.7696784, 1616944620.5690653]
[1616944608.771607, 1616944620.686488]
[1616944608.7991197, 1616944620.5293152]
[1616944608.7558236, 1616944620.694366]
[1616944608.8822482, 1616944620.7390454]
[1616944609.1580238, 1616944621.0541952]
[1616944608.8922718, 1616944621.0893443]
[1616944608.9796915, 1616944621.1743298]
[1616944609.1033907, 1616944620.8812625]
[1616944609.1322324, 1616944620.983412]
[1616944609.118824, 1616944621.0851696]
[1616944609.0512657, 1616944620.9772043]
[1616944609.245582, 1616944621.1805186]
[1616944609.3025618, 1616944621.1770055]
[1616944609.2392097, 1616944621.7070122]
[1616944609.39929, 1616944621.2149339]
[1616944609.2527301, 1616944621.0263314]
[1616944609.3836884, 1616944621.3550599]
[1616944609.4148295, 1616944621.2853878]
[1616944609.3132286, 1616944621.3879616]
[1616944609.424096, 1616944621.3573394]
[1616944609.3747747, 1616944621.57115]
[1616944609.4315298, 1616944621.3159084]
[1616944609.546989, 1616944621.492974]
[1616944609.596572, 1616944621.5366895]
[1616944609.5073555, 1616944621.3976903]
[1616944609.500336, 1616944621.449597]
[1616944609.6294966, 1616944621.3983634]
[1616944609.7001908, 1616944621.4991674]
[1616944609.7019107, 1616944621.4654045]
[1616944609.6488647, 1616944621.6620681]
[1616944609.6551285, 1616944621.5963595]
[1616944609.7983558, 1616944622.2934167]
[1616944609.7673745, 1616944621.791931]
[1616944609.7867658, 1616944621.6618571]
[1616944609.7113853, 1616944621.6926422]
[1616944609.779928, 1616944621.6773973]
[1616944609.7835646, 1616944621.8576505]
[1616944609.8915422, 1616944622.012336]
[1616944609.9137363, 1616944621.9054425]
[1616944609.9784944, 1616944621.947605]
[1616944609.8682954, 1616944621.903748]
[1616944609.9045548, 1616944621.8660045]
[1616944609.977611, 1616944621.6267362]
[1616944609.9928868, 1616944621.9482608]
[1616944609.9265811, 1616944621.8091154]
[1616944609.929288, 1616944621.825625]
[1616944609.9995322, 1616944621.8113472]
[1616944609.9782808, 1616944621.7557309]
[1616944610.0944784, 1616944622.024259]
[1616944610.030577, 1616944621.983804]
[1616944610.1423995, 1616944622.215559]
[1616944610.225657, 1616944621.8773594]
[1616944610.1484098, 1616944622.2074654]
[1616944610.2809503, 1616944622.0809035]
[1616944610.2554333, 1616944622.081361]
[1616944610.114819, 1616944621.9853542]
[1616944610.3174272, 1616944622.0190766]
[1616944610.2869189, 1616944622.7190883]
[1616944610.3685625, 1616944622.135357]
[1616944610.3458607, 1616944622.2384286]
[1616944610.4662383, 1616944622.3660758]
[1616944610.1718159, 1616944621.903947]
[1616944610.3172503, 1616944622.2077096]
[1616944610.239978, 1616944622.2612913]
[1616944610.354957, 1616944622.2258246]
