[1616702573.0103562, 1616702590.7123988]
[1616702573.071276, 1616702591.5362425]
[1616702572.2988837, 1616702586.0214105]
[1616702573.058639, 1616702590.6672752]
[1616702573.124487, 1616702589.4999068]
[1616702572.9216678, 1616702582.5860476]
[1616702573.2406456, 1616702591.0477507]
[1616702572.36092, 1616702587.9217067]
[1616702573.0747583, 1616702594.5935805]
[1616702572.8310657, 1616702589.8208194]
[1616702572.827571, 1616702586.8550518]
[1616702573.0946136, 1616702589.0598605]
[1616702573.1428933, 1616702581.9937077]
[1616702573.2559104, 1616702591.547051]
[1616702572.5672338, 1616702589.302279]
[1616702573.2193518, 1616702591.999905]
[1616702572.7474406, 1616702590.1035798]
[1616702573.0691025, 1616702591.313689]
[1616702573.0572739, 1616702583.516482]
[1616702572.946405, 1616702591.9489775]
[1616702573.3282723, 1616702588.4359396]
[1616702573.5430753, 1616702586.2246807]
[1616702573.616979, 1616702590.8895416]
[1616702573.716515, 1616702591.985496]
[1616702573.2978737, 1616702581.4552238]
[1616702573.723588, 1616702582.147007]
[1616702573.7693274, 1616702589.0465584]
[1616702573.9668982, 1616702592.003671]
[1616702573.9044027, 1616702588.1620615]
[1616702574.166365, 1616702586.5731962]
[1616702574.267256, 1616702592.413568]
[1616702574.1964521, 1616702592.502553]
[1616702574.101965, 1616702583.5450428]
[1616702574.4246535, 1616702587.0678957]
[1616702574.2517304, 1616702593.1169665]
[1616702574.32431, 1616702592.6609209]
[1616702574.585121, 1616702593.9306858]
[1616702574.407141, 1616702591.7202036]
[1616702574.439875, 1616702582.9328086]
[1616702574.75443, 1616702585.6278894]
[1616702574.720701, 1616702592.061481]
[1616702574.4988298, 1616702595.675918]
[1616702574.7776978, 1616702593.6264722]
[1616702574.8484986, 1616702590.149922]
[1616702574.729141, 1616702592.212795]
[1616702574.9600823, 1616702594.5352774]
[1616702574.9062724, 1616702595.1458838]
[1616702575.0296278, 1616702596.3075218]
[1616702575.0530865, 1616702591.515326]
[1616702575.0316846, 1616702588.8687468]
[1616702575.1070688, 1616702592.6776326]
[1616702575.1325786, 1616702593.7785382]
[1616702575.1346288, 1616702585.0453715]
[1616702575.2395127, 1616702592.6850252]
[1616702575.1221848, 1616702595.2486124]
[1616702575.2678392, 1616702588.0206335]
[1616702575.0561574, 1616702593.849781]
[1616702575.391894, 1616702594.5348902]
[1616702575.5341344, 1616702595.2589233]
[1616702575.37201, 1616702594.5728154]
[1616702575.5949614, 1616702593.2385602]
[1616702575.5561779, 1616702594.4722414]
[1616702575.6275837, 1616702592.0526304]
[1616702575.487117, 1616702593.8256917]
[1616702575.5003088, 1616702597.6685348]
[1616702575.5210862, 1616702593.9556067]
[1616702575.5919409, 1616702590.4890223]
[1616702575.7273366, 1616702591.6118722]
[1616702575.6624002, 1616702592.9094791]
[1616702575.7891707, 1616702594.8054175]
[1616702575.6512542, 1616702592.1476479]
[1616702575.7553701, 1616702594.8728697]
[1616702575.7151172, 1616702587.0796456]
[1616702575.8616395, 1616702593.2240255]
[1616702575.8279657, 1616702588.6415224]
[1616702575.7586844, 1616702594.2965338]
[1616702575.8647087, 1616702594.2517874]
[1616702575.9260159, 1616702596.6372244]
[1616702575.7344213, 1616702593.7007375]
[1616702575.7281022, 1616702594.139247]
[1616702575.7790601, 1616702595.0286634]
[1616702575.7738595, 1616702595.5344698]
[1616702575.9001224, 1616702590.63297]
[1616702575.8260853, 1616702587.904446]
[1616702575.8381567, 1616702593.0817082]
[1616702575.8115757, 1616702593.6454623]
[1616702575.797693, 1616702593.0946622]
[1616702575.9324517, 1616702595.2750382]
[1616702575.9038365, 1616702596.6363528]
[1616702575.8516355, 1616702591.4039006]
[1616702575.8340678, 1616702590.7140615]
[1616702576.01538, 1616702592.7945921]
[1616702575.9469016, 1616702595.1607792]
[1616702576.005031, 1616702594.3861063]
[1616702575.9722755, 1616702592.885566]
[1616702575.9695547, 1616702585.745747]
[1616702576.0834317, 1616702592.494848]
[1616702576.0887754, 1616702588.5245004]
[1616702576.0234566, 1616702588.0116222]
[1616702576.0426593, 1616702596.2576342]
[1616702576.0771892, 1616702590.7185967]
[1616702576.0827477, 1616702593.890699]
[1616702576.1029487, 1616702594.695612]
[1616702576.1263306, 1616702594.0452359]
[1616702576.0693936, 1616702592.1166706]
[1616702576.1279497, 1616702594.8897693]
[1616702576.1435163, 1616702593.1182292]
[1616702576.1378725, 1616702593.8334892]
[1616702576.1528442, 1616702595.2364798]
[1616702576.090522, 1616702596.1638074]
[1616702576.1537921, 1616702592.4037888]
[1616702576.1543565, 1616702598.481383]
[1616702576.064402, 1616702589.7669716]
[1616702576.027313, 1616702596.028157]
[1616702576.1327882, 1616702592.4663382]
[1616702576.1626546, 1616702592.0352392]
[1616702576.1490483, 1616702595.8178544]
[1616702576.14189, 1616702595.843815]
[1616702576.1936462, 1616702587.2515821]
[1616702576.1637585, 1616702592.2517772]
[1616702576.1809385, 1616702594.7783093]
[1616702576.21388, 1616702595.2056673]
[1616702576.122722, 1616702592.2092705]
[1616702576.1955795, 1616702589.350748]
[1616702576.209624, 1616702593.2725968]
