[1616689441.924597, 1616689444.6777015]
[1616689441.2193768, 1616689443.96895]
[1616689441.4535942, 1616689444.1887558]
[1616689441.4521546, 1616689444.2047327]
[1616689441.1159205, 1616689443.894616]
[1616689441.3773906, 1616689444.153872]
[1616689441.5821476, 1616689444.31492]
[1616689441.788668, 1616689444.5145853]
[1616689441.623333, 1616689444.3575413]
[1616689440.9824197, 1616689443.7824416]
[1616689441.6572475, 1616689444.3839126]
[1616689441.5976284, 1616689444.3326147]
[1616689441.8319645, 1616689444.5880942]
[1616689441.867036, 1616689444.5867372]
[1616689441.8706644, 1616689444.552966]
[1616689441.909618, 1616689444.6061747]
[1616689441.675973, 1616689444.3685696]
[1616689441.729239, 1616689444.433678]
[1616689441.907761, 1616689444.6825027]
[1616689441.9802864, 1616689444.715897]
[1616689441.8726141, 1616689444.649654]
[1616689442.326116, 1616689445.0814793]
[1616689441.9516125, 1616689444.7889512]
[1616689441.9614801, 1616689444.7709615]
[1616689442.1891522, 1616689444.8862815]
[1616689442.2595727, 1616689444.9970038]
[1616689442.2396224, 1616689444.9334924]
[1616689442.4990883, 1616689445.2109244]
[1616689442.6696215, 1616689445.4054549]
[1616689442.6559594, 1616689445.4156256]
[1616689442.7557826, 1616689445.5040205]
[1616689442.7149768, 1616689445.4354277]
[1616689442.6871767, 1616689445.402138]
[1616689442.6793754, 1616689445.3708632]
[1616689442.8408637, 1616689445.5645294]
[1616689442.8125417, 1616689445.5294704]
[1616689442.950924, 1616689445.6612043]
[1616689443.0567117, 1616689445.7973082]
[1616689442.8398573, 1616689445.5635784]
[1616689443.0172114, 1616689445.710125]
[1616689443.015461, 1616689445.7368572]
[1616689443.0198433, 1616689445.6959]
[1616689443.050055, 1616689445.7567139]
[1616689443.15068, 1616689445.8302805]
[1616689443.2863734, 1616689445.9936113]
[1616689443.0865428, 1616689445.795306]
[1616689443.2540832, 1616689445.9981117]
[1616689443.3801265, 1616689446.0962389]
[1616689443.2500157, 1616689445.9271038]
[1616689443.2435813, 1616689445.950863]
[1616689443.4138706, 1616689446.0721846]
[1616689443.4253292, 1616689446.1250012]
[1616689443.352472, 1616689446.1118276]
[1616689443.556639, 1616689446.2735775]
[1616689443.447087, 1616689446.1374118]
[1616689443.5432093, 1616689446.2674658]
[1616689443.4623291, 1616689446.164524]
[1616689443.5266058, 1616689446.227521]
[1616689443.5371127, 1616689446.2192404]
[1616689443.494886, 1616689446.173558]
[1616689443.530347, 1616689446.2799015]
[1616689443.6289842, 1616689446.311697]
[1616689443.6160717, 1616689446.3458889]
[1616689443.6351957, 1616689446.464839]
[1616689443.537199, 1616689446.2630398]
[1616689443.719351, 1616689446.4036434]
[1616689443.7334626, 1616689446.4711304]
[1616689443.7349443, 1616689446.4223456]
[1616689443.7793362, 1616689446.4664752]
[1616689443.7294803, 1616689446.435999]
[1616689443.7406156, 1616689446.4939525]
[1616689443.7316833, 1616689446.45387]
[1616689443.7746234, 1616689446.5616763]
[1616689443.794688, 1616689446.5020044]
[1616689443.758789, 1616689446.4722524]
[1616689443.7804508, 1616689446.5720203]
[1616689443.8239195, 1616689446.4966662]
[1616689443.7783053, 1616689446.474945]
[1616689443.845448, 1616689446.5120423]
[1616689443.7687066, 1616689446.4301512]
[1616689443.6353884, 1616689446.3167677]
[1616689443.8624272, 1616689446.566139]
[1616689443.8195817, 1616689446.5453117]
[1616689443.8135526, 1616689446.5332046]
[1616689443.8267608, 1616689446.5061898]
[1616689443.7933552, 1616689446.4941292]
[1616689443.886452, 1616689446.6565115]
[1616689443.8332198, 1616689446.5607555]
[1616689443.873499, 1616689446.6201742]
[1616689443.866344, 1616689446.626783]
[1616689443.7624667, 1616689446.5087745]
[1616689443.8758206, 1616689446.5490348]
[1616689443.8116078, 1616689446.6055207]
[1616689443.8280103, 1616689446.516083]
[1616689443.9205742, 1616689446.6471598]
[1616689443.8726497, 1616689446.6527312]
[1616689443.8660445, 1616689446.558542]
[1616689443.800958, 1616689446.4878552]
[1616689443.9304173, 1616689446.6003218]
[1616689443.9150414, 1616689446.6423438]
